#{"t_start": 1657636542.6587317, "env_id": null}
r,l,t
2,647,336.670702
4,486,336.982693
3,624,338.742701
2,692,339.185701
4,471,339.483665
-2,651,341.401879
-2,638,341.795778
-2,646,342.193936
-1,773,344.226224
3,573,344.599301
1,721,345.05123
-2,649,346.829844
-3,577,347.203687
5,410,347.463881
1,676,347.892772
1,696,349.823229
1,721,350.265722
1,759,350.733226
-1,741,352.661185
2,651,353.067768
-3,581,353.42661
-2,643,355.296238
3,623,355.684525
1,814,356.203821
2,690,358.075002
2,671,358.485164
-2,734,358.940897
-5,397,360.604104
-5,399,360.863381
4,495,361.163521
-5,405,361.407734
1,731,363.264536
4,515,363.592231
-1,682,364.021153
-1,796,365.861436
2,656,366.266558
2,661,366.674395
2,603,368.450546
-2,667,368.895095
5,374,369.125595
1,697,369.546005
5,448,371.250078
-2,782,371.754082
1,741,372.235901
2,699,374.027176
-2,625,374.415297
-1,760,374.89503
-3,605,376.796031
1,718,377.23768
-2,640,377.643089
1,761,379.487704
-1,730,379.954174
2,702,380.4129
3,566,382.165023
-2,685,382.587209
-3,625,382.979345
-3,625,384.814318
1,730,385.270615
1,788,385.749207
-3,595,387.496862
-3,545,387.839877
-3,524,388.176307
3,637,389.965074
-3,633,390.395814
-3,565,390.74514
3,556,391.087742
3,659,392.961586
-2,602,393.321115
2,625,393.701253
3,520,395.359553
1,717,395.836399
-5,418,396.108697
1,789,396.617094
-2,667,398.513766
2,693,398.950984
5,376,399.18648
-1,723,401.086296
-3,665,401.493844
-1,720,401.936274
-1,830,403.961591
3,578,404.333678
5,459,404.632028
4,481,406.262129
1,728,406.749954
2,703,407.194709
4,476,407.497324
2,668,409.315753
-5,444,409.586502
3,667,409.999025
3,561,411.701821
-1,736,412.199413
2,652,412.616921
-2,641,414.440372
-4,479,414.744234
-3,660,415.153243
-2,660,415.570008
2,734,417.511426
-2,629,417.895835
-2,667,418.304268
-3,610,420.168355
-3,533,420.513666
4,526,420.852817
1,753,422.712151
3,700,423.14956
1,796,423.652908
-1,727,425.50176
1,744,425.957716
2,678,426.378405
5,423,428.079763
2,608,428.476629
3,596,428.862805
-5,393,429.102761
4,497,430.851823
-1,751,431.317863
-3,564,431.680643
-4,480,433.395619
2,635,433.81975
-1,814,434.321774
-3,616,436.127012
