#{"t_start": 1657662919.6905906, "env_id": null}
r,l,t
-1,746,701.427465
2,710,701.860395
-3,579,702.216495
-3,626,704.014061
4,467,704.326267
1,752,704.809047
2,635,706.431027
-1,749,706.923017
-1,763,707.410857
-2,683,709.146687
3,562,709.50034
4,518,709.821084
-3,669,710.239975
-3,593,711.954698
1,890,712.521808
-3,580,712.889579
-4,478,714.541924
2,661,714.956026
-5,416,715.225534
2,633,716.983093
1,973,717.603219
-3,608,717.97743
1,802,719.808307
2,748,720.280463
-1,850,720.825982
-3,626,722.530309
-3,576,722.887477
2,627,723.284741
-1,763,725.114956
4,570,725.496625
-3,626,725.881461
-1,766,727.749857
4,519,728.085488
-5,406,728.340191
-2,734,728.812137
-1,675,730.524279
4,546,730.871499
-1,808,731.379754
-3,604,733.205075
3,590,733.574054
1,783,734.055059
1,780,735.849578
2,643,736.263155
-2,770,738.047253
-1,765,738.565081
-4,515,738.886761
2,701,739.332265
3,542,741.070116
-1,669,741.481957
-2,726,741.923029
-4,500,743.659312
1,746,744.143976
-4,507,744.466608
-1,856,746.290885
-4,605,746.675537
1,779,747.160915
1,731,749.025095
-3,549,749.36531
-2,659,749.770614
-5,454,751.379855
-2,686,751.911221
3,553,752.265711
4,546,752.61783
-2,723,754.482612
-2,676,754.902678
-1,722,755.352657
3,574,757.117247
-1,785,757.599539
5,471,757.890517
2,659,759.685476
3,639,760.091818
2,631,760.508122
3,673,762.257246
-1,848,762.784759
-1,798,763.284292
3,625,765.042935
3,616,765.424729
4,467,765.712522
5,409,765.969569
1,823,767.948139
-4,478,768.249752
-2,727,768.724909
-3,620,770.420006
-2,652,770.825028
2,682,771.243222
-1,780,773.158745
3,548,773.499672
2,675,773.914176
-3,534,775.583719
-1,743,776.059374
-3,792,776.56716
-1,677,778.284396
-1,753,778.753864
5,438,779.036333
-1,723,780.855815
-2,669,781.268011
3,629,781.648035
-1,702,783.528709
3,627,783.928756
4,532,784.275857
5,446,784.559698
4,480,786.246014
-2,652,786.653136
-1,755,787.127533
4,601,788.88634
-1,741,789.343486
3,525,789.664561
-4,531,791.269044
4,480,791.602793
-1,749,792.074942
1,789,792.58508
-5,402,794.343739
-3,606,794.660923
1,821,795.092605
2,679,795.452964
4,536,795.751152
4,518,796.027873
2,664,796.389113
4,580,796.707983
-3,633,797.040851
-3,622,797.363775
3,721,797.740308
-1,736,798.118772
3,614,798.438952
4,485,798.695172
-2,688,799.053498
1,755,799.462539
-1,735,799.856077
-2,692,800.225168
1,755,800.638108
-3,625,800.968168
1,700,801.329179
-5,448,801.558825
-3,533,801.828553
4,497,802.084664
1,682,802.43233
4,535,802.711581
-3,627,803.040926
-2,707,803.409244
4,486,803.664878
-3,640,804.002638
