#{"t_start": 1657122720.3781674, "env_id": "SlimeVolley-v0"}
r,l,t
0.22,522,258.861625
-0.46,454,259.365629
-0.05,495,259.901628
1.35,635,260.591654
2.46,746,261.417631
1.31,531,262.000627
0.07,507,262.588157
-0.16,484,263.115159
-0.53,447,263.529187
0.12,512,264.03916
1.53,653,264.764177
0.05,505,265.347171
0.47,547,265.965176
1.82,682,266.677172
0.95,595,267.354175
-0.12,488,267.880172
1.23,623,268.549174
0.39,539,269.150202
0.24,524,269.783177
0.82,582,270.391701
2.12,712,271.195693
0.79,579,271.820694
0.88,588,272.495692
1.93,693,273.214692
1.92,692,273.952693
-0.53,447,274.431701
0.22,522,275.058692
1.55,655,275.760696
1.89,689,276.468692
-0.07,493,277.010695
1.61,561,277.674752
2.37,637,278.33275
2.29,629,278.980791
2.09,709,279.772756
0.23,523,280.377006
2.91,691,281.208046
-0.35,465,281.700998
4.38,938,282.753006
0.44,544,283.368999
2.33,733,284.195071
-0.38,462,284.66904
-0.5,450,285.13604
2.27,727,285.925041
0.37,537,286.535044
1.81,681,287.303069
-0.7,430,287.763043
2.41,741,288.527103
1.13,613,289.211104
2.06,706,289.928104
2.72,772,290.732102
-0.36,464,291.257103
3.09,709,292.023103
0.6,560,292.604103
2.3,730,293.398102
-0.1,490,293.964622
-0.29,471,294.473624
0.54,554,295.165627
1.8,680,295.919544
1.26,626,296.669589
1.38,638,297.355545
0.42,542,297.926574
-0.07,493,298.490548
3.63,663,299.244545
0.6,560,299.858548
0.34,534,300.414572
-0.78,422,300.848545
0.66,566,301.482544
-0.01,499,302.055547
-0.14,486,302.616588
3.14,714,303.410585
1.68,668,304.184597
0.77,577,304.819119
0.83,583,305.424119
0.38,538,306.038119
1.38,638,306.768116
0.0,500,307.350121
-0.22,478,307.850147
0.54,554,308.477162
3.17,717,309.275116
0.86,586,309.924116
2.39,739,310.760029
2.91,691,311.510031
2.55,755,312.321029
1.32,632,313.131629
1.42,642,313.937628
0.02,502,314.598625
1.74,674,315.367648
-0.04,496,316.056647
3.33,833,317.146649
0.99,599,317.805662
1.81,681,318.585719
0.74,574,319.187663
1.85,685,319.904662
0.3,530,320.460704
-0.61,439,320.974664
2.4,640,321.698661
0.64,564,322.254662
2.45,745,323.014688
0.58,558,323.643662
-0.32,468,324.142663
0.96,596,324.806662
-0.07,493,325.327663
-0.28,472,325.875695
2.03,703,326.653704
0.89,589,327.256293
3.16,816,328.12627
0.77,577,328.783326
2.54,754,329.606328
-0.13,487,330.14236
0.17,517,330.690364
1.93,693,331.507326
0.63,563,332.343329
2.61,761,333.30633
0.91,591,334.014327
1.59,659,334.808339
0.46,546,335.397329
-0.41,459,335.885334
