#{"t_start": 1654887123.7000287, "env_id": "SlimeVolley-v0"}
r,l,t
-5,536,562.066891
-5,641,562.75682
-5,618,563.55548
-5,672,564.234149
-4,693,564.965702
-5,511,565.517701
-5,615,566.254373
-5,528,566.832375
-5,575,567.409591
-5,572,567.999466
-5,667,568.806227
-5,427,569.218939
-5,686,569.910736
-5,472,570.425774
-5,563,571.140857
-5,470,571.6341
-4,744,572.450425
-5,779,573.391766
-5,542,573.935702
-5,662,574.610042
-5,616,575.249351
-4,690,576.002297
-5,482,576.570617
-5,707,577.272047
-5,656,577.944782
-4,794,578.869015
-5,660,579.589969
-4,811,580.418528
-5,548,580.996445
-5,727,581.766864
-5,622,582.522069
-5,838,583.354722
-4,628,584.022054
-5,641,584.721844
-5,587,585.428188
-5,628,586.061471
-5,661,586.78957
-5,540,587.373444
-5,538,588.021227
-5,1009,588.995728
-5,537,589.526609
-5,772,590.375916
-5,691,591.159871
-5,536,591.751453
-5,523,592.306117
-4,638,593.030438
-4,562,593.690488
-5,492,594.179539
-5,646,594.849694
-5,601,595.517409
-5,598,596.213612
-5,573,596.793813
-5,503,597.286735
-5,674,597.968794
-5,570,598.679042
-5,781,599.464999
-5,469,599.971336
-4,689,600.731896
-5,592,601.42576
-5,737,602.208373
-5,833,603.104839
-5,643,603.889929
-5,564,604.49099
-5,814,605.305068
-5,420,605.736858
-5,405,606.119408
-5,595,606.774215
-5,560,607.441831
-5,718,608.1823
-5,629,608.885261
-5,686,609.658779
-5,732,610.412633
-5,729,611.181201
-5,629,611.961791
-5,585,612.555285
-5,767,613.31316
-5,661,614.007107
-5,639,614.724619
-5,762,615.532935
-4,673,616.205317
-5,512,616.71384
-5,505,617.219956
-5,512,617.907947
-5,663,618.605031
-5,482,619.103183
-5,566,619.716545
-5,462,620.3634
-5,753,621.132815
-4,682,621.83251
-5,654,622.600005
-5,511,623.192607
-5,555,623.766484
-5,589,624.355644
-4,780,625.215218
-5,546,625.837257
-5,534,626.380206
-5,497,626.89936
-5,606,627.506981
-5,536,628.207187
-5,652,628.862293
-5,579,629.47318
-5,460,629.926093
-5,709,630.812295
-5,657,631.460624
-5,750,632.247693
-5,605,632.932924
-5,621,633.597143
-5,847,634.45299
-5,583,635.084849
-5,565,635.726906
-5,500,636.384057
-5,743,637.151927
-5,711,637.869339
-5,637,638.605067
-4,661,639.358104
-5,481,639.858179
-5,800,640.737578
-5,789,641.709041
-5,689,642.431808
-5,507,642.934933
-5,657,643.618727
-5,520,644.20392
-5,699,645.090822
-5,622,645.745495
-5,421,646.178252
-5,629,646.813776
-5,531,647.54329
-5,635,648.20441
-5,499,648.732042
-5,442,649.221836
-4,951,650.388754
-5,859,651.253352
-4,835,652.153837
-5,534,652.818333
-4,585,653.409124
-5,885,654.284382
-5,650,654.915543
-5,627,655.606818
-5,465,656.216995
-5,572,656.776456
-4,692,657.536059
-5,497,658.094318
-5,550,658.766085
-5,591,659.336462
-5,388,659.758891
-5,472,660.227916
-4,655,661.079812
-5,452,661.548975
-4,787,662.360331
-5,577,663.027529
-5,492,663.61229
-5,546,664.193159
-4,899,665.10143
-5,481,665.661722
-5,737,666.509227
-5,419,666.949435
-5,574,667.569324
-4,641,668.242639
-5,434,668.8205
-5,510,669.331035
-5,856,670.214893
-5,620,671.037643
-5,696,671.748791
-5,589,672.386698
-5,431,672.858871
-2,899,673.837452
-5,539,674.469504
-5,574,675.051489
-5,695,675.793224
-5,560,676.41922
-5,620,677.133861
-5,597,677.723787
-5,688,678.489815
-5,657,679.358644
-5,572,679.987439
-5,654,680.742507
-5,752,681.614984
-5,699,682.492785
-5,433,682.96536
-5,729,683.716695
-5,543,684.293712
-5,555,684.843646
-5,705,685.718008
-5,609,686.349976
-5,537,686.907669
-5,718,687.715807
-2,879,688.71602
-5,591,689.351816
-5,505,689.906491
-5,703,690.687912
-5,584,691.376262
-5,521,691.912313
-5,524,692.485173
-4,560,693.063766
-5,620,693.819836
-5,611,694.449526
-4,622,695.090148
-4,510,695.589383
-5,538,696.290263
-3,805,697.083457
-5,651,697.774756
-5,519,698.341415
-5,613,699.12158
-5,545,699.707394
-3,758,700.472806
-5,560,701.089084
-5,589,701.788157
-5,502,702.272858
-5,451,702.757798
-5,745,703.556705
-5,620,704.258054
-5,499,704.779766
-5,544,705.380384
-5,714,706.203277
-5,482,706.776475
