x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball
1.28886,0.44554,1.75000,-0.19998,1.86307,0.42861,1.57127,-1.58373
1.23501,0.47564,0.00000,0.23117,1.09679,0.99015,-0.67917,1.39551
1.58426,0.36107,-0.36111,-0.48260,-0.89067,0.59411,2.55754,2.92574
2.24835,0.15000,0.00000,0.00000,2.21173,1.16772,1.01570,-0.75863
1.81473,0.23899,1.75000,-1.14047,1.64228,1.38410,0.43283,0.22763
1.57238,0.47705,-1.75000,0.14526,1.46549,0.83166,0.08850,-1.72844
0.26253,0.28835,0.00000,-1.00486,-0.40525,0.55607,-0.30063,-2.25777
1.94726,0.38627,-1.75000,-0.49565,-1.16812,1.53366,-1.34178,-0.80655
1.54939,0.24319,0.00000,1.23236,1.48028,0.43598,-0.47016,4.36635
0.21924,0.46856,0.00000,0.27551,-1.56056,0.97318,1.36724,0.97520
0.20231,0.34310,0.00000,0.95088,-0.84809,0.94072,-1.35048,-0.98463
0.20367,0.47958,0.00000,0.13991,-0.14027,0.71101,-0.82934,-1.77321
0.21171,0.28378,0.00000,-1.01239,-0.34661,0.81101,0.60248,-0.61302
2.11111,0.39735,0.00000,-0.51544,1.24798,0.40587,1.62449,-1.47173
0.23769,0.33181,0.00000,0.97068,-1.85485,0.62301,-0.71371,2.04142
0.20082,0.47331,0.00000,0.26022,-1.19307,0.88487,0.66048,-1.60545
1.05429,0.15161,1.75000,-0.00059,0.80120,0.76161,1.90488,-0.72972
0.20000,0.15000,0.00000,0.00000,-0.47765,1.06451,-1.22040,-0.63711
0.29614,0.33271,0.00000,0.96278,0.12413,0.48814,2.19135,-0.04700
0.20459,0.15290,0.00000,0.00243,-0.31963,1.15480,-1.16680,-0.42078
1.24225,0.24533,1.75000,1.22452,0.94912,0.87807,1.54366,-1.01286
0.80398,0.44567,-1.75000,0.13666,0.57715,0.84972,0.45492,-1.90675
0.20202,0.25518,0.00000,-1.10049,-1.87931,0.85720,0.57900,-1.53515
1.90812,0.47813,1.75000,-0.00212,1.82020,1.11702,0.41233,1.01370
1.11150,0.47495,-1.75000,0.09859,0.99818,0.64454,-3.15416,1.55042
0.20000,0.15060,0.00000,-0.00022,-0.67327,1.22384,0.96908,-0.16303
0.20002,0.15000,0.00000,0.00000,-0.23166,0.95442,-1.77177,-0.27764
0.20630,0.33248,0.00000,-0.87803,-0.66592,0.85709,1.76395,-0.46422
1.49640,0.23340,0.00000,-1.15291,1.47288,0.70493,-0.84111,0.10003
0.20250,0.32998,0.00000,0.99370,-1.06348,1.10888,0.19729,-1.21735
0.20170,0.47485,0.00000,0.23374,-0.38565,0.65850,1.62674,1.47303
0.20000,0.46346,0.00000,-0.27277,-1.70794,0.85330,-0.48786,1.64070
0.20335,0.44329,0.00000,-0.41986,-1.76890,0.64752,-0.06571,2.07711
0.80287,0.32895,-1.75000,0.95066,-1.17877,0.99890,-0.88018,-1.88858
1.15520,0.45172,0.00000,-0.36740,1.01722,1.24936,-0.28568,1.14039
0.41663,0.21372,1.75000,-1.20593,0.11962,0.68140,2.10697,0.13303
1.76037,0.31295,1.75000,-0.91700,0.72712,1.47178,1.48985,-0.02673
0.87783,0.15562,0.00000,-0.00038,0.61135,1.19068,-1.04034,-0.37983
0.35263,0.44713,-1.75000,0.49310,0.06565,0.90984,-0.68892,-1.44556
0.34354,0.46614,-1.75000,-0.14815,0.28996,0.87206,-1.24870,1.63881
1.91109,0.47950,0.00000,0.01716,1.79773,0.77355,0.29618,-1.87610
0.73556,0.30181,1.75000,-0.97429,0.59734,0.66823,1.81848,-0.53708
2.18647,0.44973,0.00000,-0.37915,2.17776,1.22955,-0.05913,0.72851
0.78019,0.31603,-1.75000,1.01317,-0.03133,1.25169,0.03852,1.35881
1.85926,0.37713,0.00000,-0.14191,-0.57728,1.60265,-1.48850,0.47925
1.17000,0.19560,0.00000,0.02240,0.37854,1.50115,1.49574,0.81763
1.88341,0.43113,0.00000,0.58554,1.87008,0.79570,-1.12866,1.48637
1.68529,0.37898,-1.75000,0.73278,-0.66996,0.74149,2.00980,0.52384
2.15362,0.20960,1.75000,0.01584,2.32642,0.45208,-2.06501,-0.36242
0.20000,0.47204,0.00000,0.08265,-1.37769,0.74337,-1.31576,1.65395
0.33560,0.33917,1.75000,-0.86501,0.03397,0.77185,1.90757,0.73615
1.01692,0.47970,0.00000,0.12930,0.78904,0.96634,-0.19844,-1.61162
0.34812,0.42913,1.75000,-0.50523,0.04063,0.70285,2.08144,0.46359
1.83238,0.25691,0.00000,1.19764,1.61634,1.22789,0.02155,-0.69150
1.05134,0.31992,0.00000,1.02438,0.82143,0.66411,1.27337,-1.72649
1.78642,0.38841,1.75000,0.08530,0.00917,1.56183,0.16905,0.49704
0.60299,0.15283,1.75000,-0.00121,0.02264,1.01648,1.31893,-0.82300
0.23726,0.31142,0.00000,1.04142,-0.01201,0.51337,-1.28082,1.73851
1.31086,0.26457,0.00000,1.17943,1.13988,0.57322,1.65628,-1.46899
1.23185,0.34829,-1.75000,-0.79726,0.32621,1.32141,1.35676,0.50977
0.38944,0.31171,-1.75000,1.04537,0.19936,0.83538,-1.70187,-0.83258
0.51916,0.22326,-1.75000,-1.18208,0.27013,0.67799,-2.09028,-0.42245
0.25581,0.16307,0.00000,0.00465,-0.16311,1.66393,-0.50466,1.01234
0.20000,0.22058,0.00000,1.28896,-0.51348,0.80742,-1.77453,-0.77439
2.06184,0.42339,-1.75000,-0.40707,2.04756,1.22842,-0.19325,0.69018
0.20000,0.28006,0.00000,-1.04041,-0.05592,0.97025,-1.52352,-0.24296
1.52544,0.33207,0.00000,0.98539,1.46891,0.63752,-0.05163,2.03554
0.21117,0.18426,0.00000,-0.01346,-1.53395,1.09723,0.53312,0.53862
0.20399,0.43591,0.00000,0.56935,-0.22374,0.87612,0.52592,-1.63565
0.20000,0.47439,0.00000,0.21764,-1.24022,0.95042,0.15641,1.51016
0.47311,0.37251,1.75000,0.09953,0.71112,1.50572,1.40986,-0.07891
0.25185,0.45981,0.00000,-0.30110,-0.22942,0.83672,1.72366,0.85509
1.25056,0.42373,1.75000,-0.50081,-0.02159,1.22618,-1.48466,1.44463
1.75875,0.32377,-1.75000,-0.86649,-1.27171,0.91175,1.48729,0.83248
0.21498,0.21319,0.00000,-1.20534,-0.36255,1.24078,-1.03429,-0.05180
0.20000,0.48048,0.00000,-0.03529,-0.46077,0.71275,0.43725,-2.00723
0.98860,0.38025,-1.75000,0.81885,0.77255,1.13001,-1.33398,-0.50987
0.20459,0.22196,0.00000,-1.18535,-1.18494,1.03065,1.35616,0.91555
1.90789,0.26320,0.00000,-1.07212,1.19188,1.25501,1.27498,-1.28940
0.32332,0.16852,1.75000,-0.01738,-0.50453,1.19696,1.27336,-0.14404
0.25462,0.41167,-0.18919,-0.02862,-0.26676,0.47836,5.17843,2.19931
0.20000,0.45314,0.00000,-0.35613,-0.71108,0.90896,0.62247,1.63388
0.51551,0.34338,1.75000,-0.16620,-0.00426,1.26401,0.08572,1.91974
0.54490,0.16011,0.00000,0.00356,0.05719,0.95306,1.64660,-0.41654
0.20024,0.41701,0.00000,0.64562,-1.51034,0.43163,-1.24563,1.07888
0.34086,0.27038,0.00000,-1.05168,-0.73888,1.14215,-0.61465,-1.75907
0.22898,0.15916,0.00000,0.00942,-0.25266,1.28892,-1.23110,0.39334
0.72477,0.28547,0.00000,-1.00906,1.31802,0.67301,1.39489,-1.63719
1.92082,0.35715,-1.75000,0.86790,-0.00274,1.20319,-1.64695,1.98856
0.22846,0.38885,0.00000,0.23859,-1.77243,0.61708,2.55631,2.22549
2.12658,0.21111,0.00000,-0.05763,2.23755,0.47093,-2.02746,-0.55082
1.93003,0.38182,-1.75000,0.80488,1.90407,0.65032,-1.70458,-0.44129
0.20000,0.45367,0.00000,-0.35697,-1.51534,0.77505,0.13735,1.93018
1.05326,0.29951,1.75000,1.05259,-1.47478,1.05801,1.21276,0.79870
1.26336,0.34071,-1.75000,0.92360,-0.01786,1.17753,1.57412,1.78121
1.36490,0.33331,1.75000,-0.86960,1.20449,1.30350,-0.25922,0.81957
1.96494,0.34454,1.75000,-0.84127,1.91485,1.23288,1.12957,0.46163
0.49443,0.25992,0.00000,-1.08702,0.12638,1.15017,0.86109,1.18630
1.69915,0.40955,1.75000,-0.13969,0.13718,0.64581,0.04124,-2.15397
0.20894,0.37589,0.00000,0.83196,-0.46897,0.78821,1.90654,-0.66617
0.58429,0.48102,-1.75000,0.05113,0.46162,0.76120,-1.80146,1.09141
0.21682,0.25874,0.00000,1.18802,-1.91664,0.73968,1.84413,-0.25701
0.75192,0.22579,0.00000,-0.00478,0.03017,1.24424,1.15705,1.11267
0.31029,0.15148,0.00000,0.00124,-0.29766,1.33123,0.64768,-0.28298
1.84856,0.30297,-1.75000,-0.96460,1.72897,1.32484,-0.42008,0.34516
0.20241,0.45332,0.00000,-0.35792,-2.00240,0.95918,-0.20158,-1.47972
0.20154,0.48081,0.00000,0.12915,-1.43638,0.51528,-1.65411,-1.51813
1.54303,0.16080,0.00000,0.00036,1.59044,0.40282,1.70310,1.23216
0.26680,0.25886,0.00000,-1.08894,-0.01831,1.22016,-0.81781,1.63164
0.74167,0.38381,-1.75000,0.79107,0.61329,0.54251,-3.49572,4.35812
1.72726,0.15000,0.00000,0.00000,1.50114,1.47609,0.26102,0.11526
0.35572,0.30599,1.75000,-0.95958,0.12060,1.01858,0.61019,1.22562
0.20168,0.43676,0.00000,0.10178,-2.13803,1.01715,0.24638,-0.38397
0.20000,0.46636,0.00000,-0.25443,-0.27291,0.66290,-2.12756,0.03132
1.26867,0.15347,1.75000,-0.00131,0.89596,1.01420,1.09814,-1.10238
1.25008,0.30600,1.75000,-0.94562,-0.02338,1.17266,0.25149,2.15528
0.76315,0.41445,-1.75000,-0.57212,0.64050,0.72868,-2.04389,0.79321
0.35623,0.39044,-1.75000,-0.32707,0.13357,0.74101,-0.72977,0.40314
0.20494,0.38246,0.00000,0.80145,-2.21407,0.79945,1.13146,1.33827
0.20217,0.38560,0.00000,0.80092,-0.25076,0.96763,-1.09408,-1.12989
0.44558,0.45817,-1.75000,-0.32098,0.27285,0.72575,-2.09472,0.49613
1.33256,0.24755,1.75000,0.09769,1.49415,0.49088,2.11380,0.02138
0.20014,0.35290,0.00000,0.91636,-1.15959,0.89777,1.09712,-1.06896
0.98958,0.24047,0.00000,1.23642,0.76836,1.02970,-1.27374,-0.74983
1.41882,0.25876,0.00000,1.18653,0.02502,1.32342,0.42163,1.40104
2.23875,0.15214,0.00000,0.00049,2.20081,1.17138,0.65030,-0.78909
0.20106,0.15385,0.00000,-0.00655,-1.09093,1.28567,0.39720,-0.73662
0.20557,0.23494,0.00000,-1.15138,-2.14016,0.76324,1.72907,0.16507
0.73706,0.31683,0.00000,1.02823,0.34416,1.07898,0.37806,-0.96713
1.72592,0.28318,1.75000,-1.01473,0.14472,1.31888,0.32291,-1.17427
0.63760,0.38299,-1.75000,-0.71114,0.55193,0.93173,-1.68557,0.81766
0.38922,0.47719,-1.75000,0.13303,0.28502,0.91618,-1.55991,-0.89045
0.86218,0.42199,-1.75000,0.20322,0.10609,1.37648,0.79190,0.09893
1.99922,0.39703,0.00000,-0.61340,-0.00033,1.20058,-1.57626,2.07386
1.09430,0.32936,-1.75000,0.96077,0.00000,1.20000,-1.59924,2.23011
1.19644,0.34319,0.00000,0.91614,-0.02279,1.22053,-0.78588,1.99350
2.24214,0.16519,0.00000,-0.00346,2.11657,1.07039,-0.02805,-1.28735
1.29500,0.38675,0.00000,-0.51480,-2.17369,0.88283,-1.54652,0.25539
2.05474,0.40972,-1.75000,0.08373,2.11474,0.80739,-1.44367,0.86445
0.20000,0.26844,0.00000,-1.06516,-1.90053,0.82990,0.60346,1.97408
0.20682,0.25409,0.00000,1.20173,-1.47747,0.90741,-0.99694,0.09514
0.20000,0.29289,0.00000,-0.99680,-1.31784,1.17497,1.16304,0.07495
1.67829,0.41879,1.75000,0.52789,-1.05537,1.53852,-1.12953,-0.99340
0.20000,0.20442,0.00000,-1.22810,-1.64903,1.23882,-0.12587,0.77642
0.65486,0.31162,0.00000,1.04888,0.34397,0.72399,1.45335,-1.33586
0.20000,0.31436,0.00000,-0.94429,-0.80131,0.53819,-2.10366,-0.73065
0.70138,0.35632,1.75000,0.82345,-1.65229,1.03835,-1.42447,-1.57614
1.63744,0.32401,-1.75000,-0.87395,0.51168,0.57494,0.98512,-1.81185
1.15081,0.26951,1.75000,1.14949,0.71053,1.12743,-0.73241,-0.25291
0.66840,0.29493,0.00000,1.08438,-0.00280,1.19410,1.42880,2.05616
0.21496,0.45725,0.00000,-0.29346,-0.16228,0.56302,1.74209,-1.34820
2.00421,0.29981,0.00000,1.05920,-0.02250,1.22530,-1.51460,1.72843
0.24218,0.37742,0.00000,-0.72911,-0.28995,0.85000,1.49183,0.01918
1.12875,0.23241,0.00000,-1.15846,1.02440,1.13104,-1.21039,0.83279
2.15159,0.46187,0.00000,0.34773,2.19338,0.87462,1.19698,0.99950
0.20000,0.46116,0.00000,-0.29953,-1.08843,0.93536,0.56706,1.67688
0.20000,0.27394,0.00000,1.15528,-0.55428,1.20291,0.60786,-0.90244
1.39318,0.46234,0.00000,0.21643,1.18702,1.08316,-0.39061,-1.16388
1.49950,0.31466,1.75000,-0.89747,-1.20630,1.53258,-1.46223,-0.62581
1.11125,0.47012,0.00000,-0.17209,0.82713,0.96645,-0.88779,-1.41766
1.16522,0.45682,-1.75000,-0.26875,1.14751,0.95089,-0.48443,1.58348
0.20108,0.44207,0.00000,0.52219,-0.13131,0.59422,-1.98811,0.61852
0.20000,0.35674,0.00000,0.90850,-1.20863,0.47117,-1.87548,-1.22739
0.20315,0.37531,0.00000,-0.72654,-1.18183,0.68046,-0.49620,2.05454
0.83812,0.22199,-1.75000,1.28460,0.48127,1.35804,-0.58893,-0.38811
0.59945,0.38440,1.75000,-0.69860,0.32226,0.83949,1.68593,-0.14838
1.89775,0.36048,-1.75000,0.84756,1.81337,0.54499,-2.99783,3.92287
1.66263,0.38955,1.75000,0.36441,-1.47232,0.98694,-0.03909,1.29183
0.20000,0.41826,0.00000,-0.56163,-1.18409,1.02307,0.59640,1.41711
1.12690,0.31059,1.75000,1.02533,-0.05049,1.06436,1.77518,1.14264
1.33111,0.37989,-1.75000,-0.71808,1.26050,0.89265,-1.71526,0.68885
0.22014,0.41602,0.00000,-0.56691,-0.38526,1.00504,1.37943,0.71988
0.20000,0.45704,0.00000,-0.31649,-1.94077,0.45165,-2.17824,-0.38263
1.49141,0.29689,1.75000,-0.95170,-1.90615,0.95078,0.84070,1.42385
0.20000,0.23658,0.00000,-0.02070,-1.96840,0.88209,0.72488,0.52754
0.90606,0.21889,1.75000,-1.19336,0.77675,0.85195,1.90878,-0.21313
0.20000,0.24491,0.00000,-1.12668,-2.07114,0.55112,-1.22880,-0.58057
0.38453,0.24227,-1.75000,-1.13720,0.06588,1.15899,-1.21913,-0.04984
0.20038,0.46846,0.00000,0.31595,-1.01516,0.63065,0.62016,2.09780
0.47378,0.42360,-1.75000,-0.53129,0.26435,0.73671,-2.06663,0.07016
0.21555,0.40438,0.00000,-0.61733,-0.43642,1.07223,-1.08889,0.25580
0.45508,0.40045,-1.75000,-0.58840,-0.50448,1.27644,-0.50398,-1.49942
0.20084,0.21579,0.00000,1.30058,-0.65774,1.01650,-1.29049,-0.73023
1.73005,0.28803,0.00000,-0.99331,-0.90078,0.90420,1.36095,-0.61266
0.20000,0.46848,0.00000,-0.22611,-1.72535,0.88456,-0.06074,-1.57862
0.25833,0.31175,0.00000,-0.92637,-0.00024,1.20064,-0.95438,2.24859
0.21860,0.36204,0.00000,0.86000,-2.07492,0.42737,-1.88585,-0.69834
1.12363,0.40173,0.00000,0.73276,1.00237,0.70432,-0.80671,1.84844
2.22847,0.22672,0.00000,-1.17259,2.20901,1.27794,-0.00674,-0.11000
1.75954,0.19210,0.00000,-1.25744,1.58493,1.31371,-0.13033,-0.17079
0.21839,0.15000,0.00000,0.00000,-0.91545,1.14017,1.24590,-0.50272
0.20405,0.27620,0.00000,1.14295,-1.10993,0.81964,1.55770,-0.61408
0.72896,0.44034,0.00000,-0.43640,0.30368,1.18778,-0.85395,0.75460
2.17580,0.24190,0.00000,0.01160,1.90452,0.75621,1.53054,-1.58324
0.20000,0.45894,0.00000,-0.21471,-0.89507,0.74242,1.03048,0.92087
1.54374,0.21936,1.75000,1.28926,1.23164,1.30307,-0.05586,-0.48703
0.49006,0.45514,-1.75000,0.39199,0.36797,0.61785,-3.21126,3.54690
0.21169,0.47448,0.00000,0.18847,-1.21975,0.88957,1.74785,0.45378
1.67726,0.15000,1.75000,0.00000,1.41426,1.28645,0.23130,-0.49574
0.57394,0.15536,0.00000,-0.00729,-0.00012,1.17589,0.93421,-0.81933
1.23126,0.33483,-1.75000,0.97427,1.18528,0.56089,-0.59070,2.18394
1.80042,0.36231,-1.75000,0.79270,0.77485,0.59824,1.91927,-0.78047
1.17265,0.46117,-1.75000,0.38720,1.06688,0.69747,-1.71913,1.31697
2.19537,0.24398,0.00000,1.22750,2.18798,0.63827,-0.75509,-1.89374
0.59019,0.32573,0.00000,0.99317,0.45907,0.48248,-1.96743,3.06195
0.21087,0.15732,0.00000,0.00389,-0.66927,1.02024,1.63342,-0.17292
1.61413,0.40397,-1.75000,0.33104,2.04137,0.56794,1.10467,-1.91248
0.65864,0.30858,0.00000,-0.94197,0.07212,1.86802,0.13954,-0.02178
0.20168,0.43127,0.00000,-0.49107,-0.29725,0.91769,1.04784,1.53206
0.42960,0.46796,0.00000,-0.18291,0.22541,0.85079,-1.23272,-1.49566
1.73668,0.36973,-1.75000,0.75436,0.47357,0.64037,0.37015,-2.12526
1.01457,0.24214,0.00000,-1.13562,0.74609,1.27540,-0.62306,-0.04289
0.21273,0.46662,-0.00368,0.17167,-0.26961,0.59533,3.60904,0.81499
2.22047,0.43853,0.00000,-0.45113,2.20093,1.15139,0.82561,0.40277
0.90751,0.46334,-1.75000,0.36600,0.67549,1.12444,-0.52474,-1.21961
1.67640,0.41632,0.00000,-0.52607,-0.00528,1.19693,1.56599,2.28210
0.21042,0.46957,0.00000,-0.05610,-0.00439,0.62078,-0.75011,2.01486
1.34854,0.42644,0.00000,-0.51262,1.31729,1.05021,-1.31613,0.36332
0.75102,0.32744,-1.75000,-0.71315,-1.57374,1.07621,0.16181,1.30118
0.20000,0.33606,0.00000,-0.87478,-0.14630,0.65035,-2.17739,0.09684
0.60793,0.38872,0.00000,0.71300,1.98222,0.50572,1.04600,-1.96751
0.20241,0.41223,0.00000,-0.57781,-0.03920,0.79563,-0.29428,1.60257
0.20095,0.46885,0.00000,-0.22622,-0.08438,0.81851,-1.84472,0.51500
1.03485,0.26954,-1.75000,-1.05876,1.02243,0.64822,-1.01313,0.19840
1.86458,0.32064,0.00000,-0.16510,1.41160,1.34699,1.54175,-1.15639
1.56856,0.23461,0.00000,0.02396,-0.00871,1.26315,-0.28887,1.72019
1.72378,0.29536,1.75000,-0.97177,0.76999,0.58890,0.65202,-2.05718
0.21061,0.32326,-0.03084,-0.89493,-1.97503,0.57971,1.82220,3.06018
0.20000,0.38792,0.00000,0.79302,-0.54113,1.15602,-1.27031,-0.71608
1.02931,0.15000,1.75000,0.00000,0.81639,0.95233,1.22384,-0.25645
1.28688,0.47561,0.00000,-0.13003,1.14114,1.07390,-0.99834,0.95399
1.67196,0.31700,1.75000,1.00463,0.41276,1.56847,1.14083,0.45130
1.28190,0.24017,0.00000,-0.02989,0.00653,1.21321,0.88766,1.26386
0.20000,0.40893,0.00000,-0.12721,-2.11124,0.55032,-1.66705,-0.48594
1.76629,0.29571,0.00000,-0.97550,-0.75094,1.64361,-1.41571,0.09013
1.45546,0.29752,-1.75000,1.07000,0.15691,1.12135,1.73704,0.73350
1.80280,0.37209,0.00000,0.85004,1.57542,1.16040,-0.18121,-0.94614
1.87991,0.40440,1.75000,-0.04338,-0.04593,1.24154,-1.59003,1.46548
1.94040,0.40199,0.00000,-0.05556,-1.42143,0.91566,1.62031,0.13748
0.63689,0.40627,-1.75000,-0.54442,0.00853,1.19359,0.93708,1.94047
0.20098,0.37531,0.00000,0.83740,-1.55062,1.14304,0.74430,-0.82016
