x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball,x_opponent,y_opponent,xdot_opponent,ydot_opponent
1.66667,0.37100,0.00000,0.86000,0.60849,1.56952,0.49337,-1.46439,0.20000,0.48273,0.00000,0.07600
1.72500,0.39640,1.75000,0.76200,0.62493,1.51744,0.49337,-1.56239,0.20000,0.48200,0.00000,-0.02200
1.66667,0.41853,-1.75000,0.66400,0.64138,1.46210,0.49337,-1.66039,0.20000,0.47800,0.00000,-0.12000
1.60833,0.43740,-1.75000,0.56600,0.65782,1.40349,0.49337,-1.75839,0.20000,0.47073,0.00000,-0.21800
1.60833,0.45300,0.00000,0.46800,0.67427,1.34161,0.49337,-1.85639,0.20000,0.46020,0.00000,-0.31600
1.66667,0.46533,1.75000,0.37000,0.69071,1.27646,0.49337,-1.95439,0.20000,0.44640,0.00000,-0.41400
1.66667,0.47440,0.00000,0.27200,0.70716,1.20805,0.49337,-2.05239,0.20000,0.42933,0.00000,-0.51200
1.72500,0.48020,1.75000,0.17400,0.72360,1.13637,0.49337,-2.15039,0.20000,0.40900,0.00000,-0.61000
1.72500,0.48273,0.00000,0.07600,0.73968,1.06311,0.48225,-2.19771,0.20000,0.38540,0.00000,-0.70800
1.66667,0.48200,-1.75000,-0.02200,0.75510,0.98971,0.46255,-2.20194,0.20000,0.35853,0.00000,-0.80600
1.66667,0.47800,0.00000,-0.12000,0.76988,0.91618,0.44362,-2.20583,0.20000,0.32840,0.00000,-0.90400
1.60833,0.47073,-1.75000,-0.21800,0.78407,0.84254,0.42544,-2.20941,0.20000,0.29500,0.00000,-1.00200
1.60833,0.46020,0.00000,-0.31600,0.79767,0.76878,0.40798,-2.21270,0.20000,0.25833,0.00000,-1.10000
1.55000,0.44640,-1.75000,-0.41400,0.81071,0.69492,0.39121,-2.21573,0.20000,0.21840,0.00000,-1.19800
1.55000,0.42933,0.00000,-0.51200,0.82321,0.62097,0.37511,-2.21851,0.20000,0.17520,0.00000,-1.29600
1.60833,0.40900,1.75000,-0.61000,0.83520,0.54694,0.35966,-2.22107,0.20000,0.15000,0.00000,0.00000
1.66667,0.38540,1.75000,-0.70800,0.84669,0.47282,0.34482,-2.22342,0.20000,0.19500,0.00000,1.35000
1.72500,0.35853,1.75000,-0.80600,0.85771,0.39864,0.33059,-2.22558,0.20000,0.23673,0.00000,1.25200
1.78333,0.32840,1.75000,-0.90400,0.86828,0.32438,0.31693,-2.22757,0.20000,0.27520,0.00000,1.15400
1.84167,0.29500,1.75000,-1.00200,0.87840,0.25007,0.30382,-2.22939,0.20000,0.31040,0.00000,1.05600
1.84167,0.29500,1.75000,-1.00200,0.87840,0.25007,0.30382,-2.22939,0.20000,0.31040,0.00000,1.05600
1.90000,0.21840,1.75000,-1.19800,0.00000,1.20000,-1.84866,2.30625,0.20000,0.37100,0.00000,0.86000
1.95833,0.17520,1.75000,-1.29600,0.00000,1.20000,-1.84866,2.30625,0.20000,0.39640,0.00000,0.76200
2.01667,0.15000,1.75000,0.00000,0.00000,1.20000,-1.84866,2.30625,0.25833,0.41853,1.75000,0.66400
2.01667,0.19500,0.00000,1.35000,0.00000,1.20000,-1.84866,2.30625,0.31667,0.43740,1.75000,0.56600
2.07500,0.23673,1.75000,1.25200,0.00000,1.20000,-1.84866,2.30625,0.37500,0.45300,1.75000,0.46800
2.13333,0.27520,1.75000,1.15400,0.00000,1.20000,-1.84866,2.30625,0.37500,0.46533,0.00000,0.37000
2.07500,0.31040,-1.75000,1.05600,0.00000,1.20000,-1.84866,2.30625,0.43333,0.47440,1.75000,0.27200
2.07500,0.34233,0.00000,0.95800,0.00000,1.20000,-1.84866,2.30625,0.49167,0.48020,1.75000,0.17400
2.13333,0.37100,1.75000,0.86000,0.00000,1.20000,-1.84866,2.30625,0.49167,0.48273,0.00000,0.07600
2.07500,0.39640,-1.75000,0.76200,0.00000,1.20000,-1.84866,2.30625,0.55000,0.48200,1.75000,-0.02200
2.01667,0.41853,-1.75000,0.66400,0.00000,1.20000,-1.84866,2.30625,0.55000,0.47800,0.00000,-0.12000
1.95833,0.43740,-1.75000,0.56600,0.00000,1.20000,-1.84866,2.30625,0.60833,0.47073,1.75000,-0.21800
1.90000,0.45300,-1.75000,0.46800,0.00000,1.20000,-1.84866,2.30625,0.60833,0.46020,0.00000,-0.31600
1.90000,0.46533,0.00000,0.37000,0.00000,1.20000,-1.84866,2.30625,0.60833,0.44640,0.00000,-0.41400
1.90000,0.47440,0.00000,0.27200,0.00000,1.20000,-1.84866,2.30625,0.66667,0.42933,1.75000,-0.51200
1.90000,0.48020,0.00000,0.17400,0.00000,1.20000,-1.84866,2.30625,0.66667,0.40900,0.00000,-0.61000
1.84167,0.48273,-1.75000,0.07600,0.00000,1.20000,-1.84866,2.30625,0.66667,0.38540,0.00000,-0.70800
1.84167,0.48200,0.00000,-0.02200,0.00000,1.20000,-1.84866,2.30625,0.72500,0.35853,1.75000,-0.80600
1.78333,0.47800,-1.75000,-0.12000,0.00000,1.20000,-1.84866,2.30625,0.72500,0.32840,0.00000,-0.90400
1.72500,0.47073,-1.75000,-0.21800,0.00000,1.20000,-1.84866,2.30625,0.72500,0.29500,0.00000,-1.00200
1.66667,0.46020,-1.75000,-0.31600,0.00000,1.20000,-1.84866,2.30625,0.78333,0.25833,1.75000,-1.10000
1.60833,0.44640,-1.75000,-0.41400,0.00000,1.20000,-1.84866,2.30625,0.78333,0.21840,0.00000,-1.19800
1.66667,0.42933,1.75000,-0.51200,0.00000,1.20000,-1.84866,2.30625,0.78333,0.17520,0.00000,-1.29600
1.72500,0.40900,1.75000,-0.61000,0.00000,1.20000,-1.84866,2.30625,0.84167,0.15000,1.75000,0.00000
1.78333,0.38540,1.75000,-0.70800,0.00000,1.20000,-1.84866,2.30625,0.84167,0.15000,0.00000,0.00000
1.78333,0.35853,0.00000,-0.80600,0.00000,1.20000,-1.84866,2.30625,0.84167,0.15000,0.00000,0.00000
1.78333,0.32840,0.00000,-0.90400,0.00000,1.20000,-1.84866,2.30625,0.90000,0.15000,1.75000,0.00000
1.72500,0.29500,-1.75000,-1.00200,0.00000,1.20000,-1.84866,2.30625,0.90000,0.15000,0.00000,0.00000
1.72500,0.25833,0.00000,-1.10000,0.00000,1.20000,-1.84866,2.30625,0.90000,0.15000,0.00000,0.00000
1.78333,0.21840,1.75000,-1.19800,0.00000,1.20000,-1.84866,2.30625,0.95833,0.15000,1.75000,0.00000
1.84167,0.17520,1.75000,-1.29600,-0.04814,1.25751,-1.44431,1.72524,0.95833,0.15000,0.00000,0.00000
1.84167,0.15000,0.00000,0.00000,-0.09629,1.31175,-1.44431,1.62724,0.95833,0.15000,0.00000,0.00000
1.84167,0.19500,0.00000,1.35000,-0.14443,1.36272,-1.44431,1.52924,1.01667,0.15000,1.75000,0.00000
1.90000,0.23673,1.75000,1.25200,-0.19257,1.41043,-1.44431,1.43124,1.01667,0.15000,0.00000,0.00000
1.90000,0.27520,0.00000,1.15400,-0.24072,1.45487,-1.44431,1.33324,1.07500,0.15000,1.75000,0.00000
1.84167,0.31040,-1.75000,1.05600,-0.28886,1.49605,-1.44431,1.23524,1.07500,0.15000,0.00000,0.00000
1.78333,0.34233,-1.75000,0.95800,-0.33701,1.53396,-1.44431,1.13724,1.07500,0.15000,0.00000,0.00000
1.78333,0.37100,0.00000,0.86000,-0.38515,1.56860,-1.44431,1.03924,1.13333,0.15000,1.75000,0.00000
1.72500,0.39640,-1.75000,0.76200,-0.43329,1.59997,-1.44431,0.94124,1.19167,0.15000,1.75000,0.00000
1.72500,0.41853,0.00000,0.66400,-0.48144,1.62808,-1.44431,0.84324,1.19167,0.15000,0.00000,0.00000
1.66667,0.43740,-1.75000,0.56600,-0.52958,1.65292,-1.44431,0.74524,1.25000,0.15000,1.75000,0.00000
1.66667,0.45300,0.00000,0.46800,-0.57772,1.67450,-1.44431,0.64724,1.25000,0.15000,0.00000,0.00000
1.66667,0.46533,0.00000,0.37000,-0.62587,1.69281,-1.44431,0.54924,1.30833,0.15000,1.75000,0.00000
1.72500,0.47440,1.75000,0.27200,-0.67401,1.70785,-1.44431,0.45124,1.36667,0.15000,1.75000,0.00000
1.78333,0.48020,1.75000,0.17400,-0.72216,1.71962,-1.44431,0.35324,1.36667,0.15000,0.00000,0.00000
1.72500,0.48273,-1.75000,0.07600,-0.77030,1.72813,-1.44431,0.25524,1.42500,0.15000,1.75000,0.00000
1.78333,0.48200,1.75000,-0.02200,-0.81844,1.73337,-1.44431,0.15724,1.48333,0.15000,1.75000,0.00000
1.78333,0.47800,0.00000,-0.12000,-0.86659,1.73535,-1.44431,0.05924,1.48333,0.15000,0.00000,0.00000
1.78333,0.47073,0.00000,-0.21800,-0.91473,1.73405,-1.44431,-0.03876,1.54167,0.15000,1.75000,0.00000
1.84167,0.46020,1.75000,-0.31600,-0.96287,1.72950,-1.44431,-0.13676,1.60000,0.15000,1.75000,0.00000
1.90000,0.44640,1.75000,-0.41400,-1.01102,1.72167,-1.44431,-0.23476,1.65833,0.15000,1.75000,0.00000
1.90000,0.42933,0.00000,-0.51200,-1.05916,1.71058,-1.44431,-0.33276,1.65833,0.15000,0.00000,0.00000
1.95833,0.40900,1.75000,-0.61000,-1.10730,1.69622,-1.44431,-0.43076,1.71667,0.15000,1.75000,0.00000
2.01667,0.38540,1.75000,-0.70800,-1.15545,1.67860,-1.44431,-0.52876,1.77500,0.15000,1.75000,0.00000
2.07500,0.35853,1.75000,-0.80600,-1.20359,1.65770,-1.44431,-0.62676,1.83333,0.15000,1.75000,0.00000
2.01667,0.32840,-1.75000,-0.90400,-1.25174,1.63354,-1.44431,-0.72476,1.83333,0.15000,0.00000,0.00000
2.01667,0.29500,0.00000,-1.00200,-1.29988,1.60612,-1.44431,-0.82276,1.89167,0.15000,1.75000,0.00000
2.01667,0.25833,0.00000,-1.10000,-1.34802,1.57543,-1.44431,-0.92076,1.95000,0.15000,1.75000,0.00000
1.95833,0.21840,-1.75000,-1.19800,-1.39617,1.54147,-1.44431,-1.01876,2.00833,0.15000,1.75000,0.00000
1.95833,0.17520,0.00000,-1.29600,-1.44431,1.50424,-1.44431,-1.11676,2.00833,0.15000,0.00000,0.00000
2.01667,0.15000,1.75000,0.00000,-1.49245,1.46375,-1.44431,-1.21476,2.06667,0.19500,1.75000,1.35000
2.07500,0.19500,1.75000,1.35000,-1.54060,1.41999,-1.44431,-1.31276,2.06667,0.23673,0.00000,1.25200
2.13333,0.23673,1.75000,1.25200,-1.58874,1.37297,-1.44431,-1.41076,2.06667,0.27520,0.00000,1.15400
2.07500,0.27520,-1.75000,1.15400,-1.63689,1.32268,-1.44431,-1.50876,2.06667,0.31040,0.00000,1.05600
2.07500,0.31040,0.00000,1.05600,-1.68503,1.26912,-1.44431,-1.60676,2.06667,0.34233,0.00000,0.95800
2.01667,0.34233,-1.75000,0.95800,-1.73317,1.21229,-1.44431,-1.70476,2.06667,0.37100,0.00000,0.86000
2.07500,0.37100,1.75000,0.86000,-1.78007,1.15376,-1.40681,-1.75595,2.06667,0.39640,0.00000,0.76200
2.07500,0.39640,0.00000,0.76200,-1.82540,1.09401,-1.36009,-1.79238,2.06667,0.41853,0.00000,0.66400
2.01667,0.41853,-1.75000,0.66400,-1.86921,1.03313,-1.31406,-1.82640,2.06667,0.43740,0.00000,0.56600
