x_agent,y_agent,xdot_agent,ydot_agent,x_ball,y_ball,xdot_ball,ydot_ball
2.12500,0.15000,1.75000,0.00000,2.23657,0.51665,2.01894,0.40516
0.20000,0.21065,0.00000,1.31325,-2.12347,0.93097,1.39796,0.16463
0.38333,0.46020,1.75000,-0.31600,0.20599,0.93293,1.31635,1.33475
0.20000,0.38540,0.00000,-0.70800,-1.68437,1.09133,0.00964,1.12169
1.36667,0.30877,0.00000,1.05600,1.19851,0.71621,1.04798,-1.23170
0.93333,0.42933,-1.75000,-0.51200,0.00000,1.20000,0.11729,1.56237
1.82500,0.47648,0.00000,0.22300,1.79411,0.83320,-1.02119,1.80828
0.20000,0.48020,0.00000,0.17400,-0.26146,0.63913,2.88709,3.37490
0.44167,0.41853,-1.75000,0.66400,0.31237,0.57437,-3.90353,1.30680
0.20000,0.29280,0.00000,1.10500,-1.96869,1.25035,-1.12827,-0.01501
1.65833,0.25833,0.00000,-1.10000,1.48925,1.21943,-1.06211,1.00354
0.20000,0.47012,0.00000,0.31120,-0.75118,0.68660,0.87384,1.93555
2.15833,0.37100,1.75000,0.86000,2.21490,0.60539,0.67541,1.95791
0.72500,0.15000,0.00000,0.00000,0.18871,1.14881,1.32102,-0.72802
0.20000,0.25433,0.00000,1.20300,-1.10334,0.87807,1.55956,-0.18135
0.20000,0.15000,0.00000,0.00000,-1.26433,1.32342,0.20574,0.02505
0.78333,0.34233,0.00000,0.95800,0.45819,1.16145,0.49444,-0.77378
0.20000,0.48200,0.00000,-0.02200,-1.64307,0.98917,-0.10763,-1.67258
0.66667,0.45191,0.00000,0.46800,0.52460,0.60220,-2.25701,1.73975
0.76875,0.42425,-1.75000,-0.53650,0.47323,1.23292,-0.57758,0.50845
1.13333,0.34233,-1.75000,0.95800,1.04657,0.52844,-1.71932,5.13523
1.65833,0.31040,-1.75000,1.05600,1.42090,1.42399,0.28985,-0.41475
1.01667,0.46991,0.00000,-0.21800,0.80872,1.11242,-0.59184,0.73360
0.20000,0.39640,0.00000,0.76200,-1.95481,1.24733,0.54004,-0.51079
0.20000,0.29500,0.00000,-1.00200,-0.04983,0.97580,-0.12712,1.33580
0.20000,0.46652,0.00000,-0.25720,-0.51754,0.75024,-1.93890,0.15699
0.46250,0.25751,1.75000,-1.10000,0.18277,0.60609,2.18283,-0.48725
0.20000,0.15000,0.00000,0.00000,-0.92958,1.12830,0.46999,1.11340
1.89167,0.20891,0.00000,1.31733,1.85299,0.41130,0.42632,4.59526
0.20000,0.15000,0.00000,0.00000,-1.45012,0.88278,1.74158,0.80452
0.20000,0.46714,0.00000,0.35040,-2.05425,1.25266,-0.40914,-0.66950
1.40833,0.46371,-1.75000,-0.28333,0.00000,1.20000,1.84853,1.87005
0.20000,0.31040,0.00000,1.05600,-2.17133,0.50885,0.44530,2.20550
2.25000,0.43740,0.00000,0.56600,2.32857,0.85773,0.77530,1.62220
0.20000,0.47213,0.00000,0.29650,-0.23263,0.91452,-1.44319,-1.11736
2.19167,0.29500,1.75000,-1.00200,0.00000,1.20000,1.58096,1.93228
1.00500,0.47364,-1.75000,-0.17880,0.84530,0.81959,-0.58318,-1.76618
0.20000,0.47178,0.00000,0.27200,-1.00154,0.49797,1.34469,3.80434
0.20000,0.47073,0.00000,-0.21800,-1.70763,0.51049,-1.05009,1.98993
1.54167,0.44640,0.00000,-0.41400,1.34095,1.23374,-0.53618,1.20518
0.20000,0.36383,0.00000,0.88450,-0.60413,1.19664,-1.07871,-0.81978
2.04583,0.28847,0.00000,-1.00200,-1.59536,1.18670,-0.11876,1.20351
2.24167,0.15000,1.75000,0.00000,2.34967,0.60334,-1.85202,0.59170
0.33611,0.34233,0.00000,0.95800,-2.30835,1.46050,0.47779,0.36538
0.37500,0.29500,-1.75000,-1.00200,0.29530,0.82282,-1.76470,1.00382
0.90000,0.46311,0.00000,-0.27680,0.72919,0.82307,-0.56742,-1.80328
1.31667,0.17520,0.00000,-1.29600,-0.71404,0.96547,-0.71404,-1.65553
1.28750,0.29336,1.75000,-1.00200,1.22521,0.97728,1.27073,-1.60662
1.15556,0.46722,-1.75000,-0.25067,1.05669,1.19694,-0.17534,0.73923
0.95833,0.45300,-1.75000,0.46800,0.17359,0.81511,1.97131,-0.48337
0.20000,0.23836,0.00000,-1.14900,-0.08267,0.80893,-2.01099,0.05500
1.90000,0.37196,0.00000,-0.75700,1.92418,0.81551,-1.41622,-0.18534
0.20000,0.26687,0.00000,-1.05100,-1.87730,0.85618,-1.36065,-0.26607
1.95000,0.39218,0.00000,-0.67533,1.87734,1.28865,0.60114,0.53198
0.68333,0.31040,0.00000,1.05600,0.28658,0.85003,1.29857,-1.28581
1.13333,0.47440,1.75000,0.27200,1.13363,0.78676,1.05563,1.88899
0.20000,0.42325,0.00000,0.63950,-1.21210,0.72909,-1.45858,-1.54563
0.20000,0.47073,0.00000,-0.21800,-0.76075,0.99571,0.66890,1.52708
1.95000,0.44640,-1.75000,-0.41400,2.14969,0.38342,-1.99973,-0.76900
1.95833,0.15000,-1.75000,0.00000,0.28865,0.70628,0.28865,-1.91472
0.20000,0.39720,0.00000,-0.65900,-1.65474,0.68486,0.55678,-1.93600
0.20000,0.44640,0.00000,-0.41400,-0.05244,1.09938,-1.11670,1.16933
1.72500,0.46533,0.00000,0.37000,-0.92009,0.96001,1.68198,-0.26953
0.72500,0.27520,-1.75000,1.15400,0.75284,0.50719,-0.81734,2.09630
1.30833,0.48273,0.00000,0.07600,0.00000,1.20000,0.97161,2.03624
0.90833,0.37100,-1.75000,0.86000,-1.10027,1.38531,-0.97083,-1.45349
2.12500,0.15000,0.00000,0.00000,2.00418,1.27887,0.41847,-0.33726
0.20000,0.46835,0.00000,0.33733,-2.00555,0.38105,-2.19245,0.05056
1.30833,0.15000,0.00000,0.00000,0.43654,1.47554,1.58288,0.64847
0.20000,0.47440,0.00000,0.27200,-1.31616,0.91804,0.13826,-1.57636
1.98333,0.15000,0.00000,0.00000,0.00000,1.20000,-1.67615,1.80309
1.36667,0.46533,-1.75000,0.37000,-1.49136,1.08561,1.13086,1.25916
0.20000,0.32840,0.00000,-0.90400,-2.25334,0.68073,1.44495,0.27888
1.85833,0.46207,-1.75000,0.37000,1.79364,0.65456,-2.32411,2.94857
1.76042,0.25596,0.00000,1.20300,1.62007,0.53724,1.52301,-1.65570
0.70416,0.35667,-1.75000,0.90900,0.50460,0.83566,-1.44647,-1.19333
1.36667,0.17520,1.75000,-1.29600,1.15029,1.49854,-0.13693,0.48183
0.22187,0.15000,0.00000,0.00000,-0.36259,1.25049,0.58722,-0.21761
0.78333,0.31040,0.00000,1.05600,0.56792,0.91948,-0.79489,-0.47522
0.37500,0.15000,0.00000,0.00000,-0.07013,1.28311,-1.23480,0.24733
0.49167,0.19500,-1.75000,1.35000,-0.05672,1.20715,0.64381,-0.88208
2.08854,0.36342,0.00000,0.88450,2.01444,1.03339,0.32723,-1.07760
0.32834,0.15000,0.00000,0.00000,-0.32028,1.09266,1.49123,0.32946
0.26667,0.46425,-1.75000,-0.27400,0.16184,0.91046,-1.65227,0.90875
0.20000,0.46837,0.00000,0.25240,-0.19050,0.59186,3.87151,0.45163
0.22333,0.15000,0.00000,0.00000,-0.00226,1.21978,-0.18684,1.55905
0.20000,0.17520,0.00000,-1.29600,-0.63161,1.24095,0.64397,-0.09812
0.20000,0.47818,0.00000,-0.09550,-1.89987,0.94150,0.97073,-1.00993
1.45833,0.35667,1.75000,0.90900,0.00000,1.20000,-0.21337,1.21257
1.61458,0.23673,-1.75000,1.25200,1.62219,0.46579,0.07289,2.24606
0.20000,0.48273,0.00000,0.07600,0.00000,1.20000,-1.97730,2.02427
2.07381,0.30444,-1.75000,1.07000,2.04749,0.66053,-1.76062,-0.12793
1.30833,0.19500,1.75000,1.35000,0.93211,1.42661,-0.20180,-0.37347
1.24722,0.45506,-1.75000,-0.34867,1.19346,0.89071,-1.63556,0.94405
0.20000,0.15000,0.00000,0.00000,-2.07482,0.85200,0.63155,1.17800
0.99722,0.39640,-1.75000,0.76200,0.85496,0.59918,-1.54859,1.52516
0.20000,0.46722,0.00000,-0.25067,-1.09149,0.75224,1.59047,1.29750
0.20000,0.15000,0.00000,0.00000,-1.96638,1.25843,0.92764,0.43061
0.20000,0.15000,0.00000,0.00000,-0.55700,1.20273,-0.86400,0.19541
1.37500,0.25833,1.75000,-1.10000,-1.67182,1.14415,-1.21563,-1.89334
1.37500,0.32840,1.75000,-0.90400,0.00000,1.20000,-0.91133,1.70637
1.71945,0.38431,0.00000,-0.70800,1.61437,0.63048,-0.29970,-2.17373
0.27778,0.31727,0.00000,-0.93667,-0.13006,1.22199,-0.93527,1.00168
0.20000,0.44130,0.00000,0.54150,-0.18024,0.81009,1.01956,-1.71894
0.37500,0.45330,1.75000,-0.36500,0.20479,0.59922,2.13898,0.40127
0.20000,0.41853,0.00000,0.66400,-1.25551,1.04610,0.14749,-1.20488
0.20000,0.48040,0.00000,-0.06120,-0.00608,0.75357,-1.94440,0.53317
1.25833,0.23673,-1.75000,1.25200,-0.58514,1.39814,-1.59583,0.05039
0.71333,0.15000,1.75000,0.00000,0.11596,1.48304,0.78401,1.62369
0.86667,0.15000,1.75000,0.00000,0.51869,0.89785,1.80949,-0.63873
1.90000,0.15000,-1.75000,0.00000,1.32198,0.44366,0.85446,-2.08144
0.96667,0.31040,-1.75000,1.05600,2.02404,0.56133,1.27873,-1.85131
1.19167,0.44910,-1.75000,0.49250,0.97422,1.04099,-0.52076,-1.29045
1.30833,0.45857,1.75000,-0.31600,1.23131,1.20394,0.09710,1.41483
0.49167,0.25833,0.00000,-1.10000,0.35164,0.50565,2.22869,-0.30897
2.13333,0.47800,0.00000,-0.12000,-0.16886,1.50587,-0.26663,-0.39905
1.49167,0.15000,1.75000,0.00000,1.47644,0.47512,1.44806,0.83091
1.87083,0.46420,-1.75000,-0.21800,0.00000,1.20000,0.37202,2.41873
0.20000,0.41713,0.00000,-0.57080,-1.05588,1.01416,0.73738,1.34099
1.60833,0.34233,1.75000,0.95800,1.15335,0.94701,0.62823,-2.16051
0.43333,0.25670,1.75000,-1.10000,0.14981,1.08527,1.30790,1.04679
0.99722,0.34179,0.00000,0.95800,0.66122,1.30994,-0.60836,-0.67723
0.25833,0.37100,1.75000,0.86000,0.00000,1.20000,-0.75890,1.73072
0.20000,0.25212,0.00000,1.21280,-0.30829,0.99239,-1.42002,-0.70589
1.02500,0.34643,0.00000,0.94400,0.92359,0.58655,-0.70986,1.70904
0.20000,0.48179,0.00000,0.03680,-0.58126,0.68082,2.17298,0.29362
1.76875,0.28400,0.00000,1.12950,1.57966,1.02780,-1.03335,-0.89343
0.64333,0.48229,-1.75000,0.01720,0.43042,0.92615,-0.53600,-1.67729
1.00000,0.19989,1.75000,-1.24000,0.94106,0.62599,2.11051,-0.65978
1.84792,0.15000,1.75000,0.00000,1.74910,0.44667,1.54264,-0.53667
1.77500,0.44640,1.75000,-0.41400,-2.14283,1.51478,0.56409,0.21814
1.43333,0.41744,1.75000,0.66400,0.00000,1.20000,1.87937,1.12418
0.20729,0.15000,0.00000,0.00000,-0.20978,1.53722,-0.36808,0.16605
1.66667,0.34233,1.75000,0.95800,-0.73776,1.24269,1.18812,-0.44128
1.13333,0.15000,1.75000,0.00000,0.77404,0.83072,1.49989,-1.12470
0.20000,0.48000,0.00000,-0.07100,-1.56327,0.74498,-0.17212,1.88576
0.87084,0.47730,0.00000,0.22300,0.73293,0.82390,-1.29344,1.54678
2.12500,0.47073,1.75000,-0.21800,2.34967,0.22776,-1.78920,-1.07790
2.25000,0.15000,0.00000,0.00000,2.16486,0.94034,-0.32056,-1.68979
1.95833,0.35853,-1.75000,-0.80600,1.12107,1.73386,1.29354,-0.60901
1.46875,0.15000,0.00000,0.00000,1.20124,1.24325,-0.65310,-0.25872
0.80556,0.15000,1.75000,0.00000,-0.15337,0.85668,1.59111,0.46172
1.19167,0.37100,1.75000,0.86000,-0.73138,1.71182,-1.46276,0.33763
1.72167,0.45793,-1.75000,0.42880,1.64788,0.73771,-1.81761,0.89320
0.37500,0.34233,1.75000,0.95800,-1.95403,0.88771,-0.24725,1.14418
0.20000,0.37465,0.00000,-0.74720,-0.50231,0.87309,1.80507,0.67485
1.25833,0.23673,0.00000,1.25200,-1.72616,0.97723,1.08347,1.57995
0.98055,0.37729,-1.75000,0.82733,-0.30104,1.89444,-0.53436,0.43865
2.23056,0.18960,0.00000,-1.26333,2.21029,1.36542,-0.09335,-0.07619
0.20000,0.15000,0.00000,0.00000,-1.06188,0.76992,-1.92485,-0.59530
0.53833,0.15000,0.00000,0.00000,0.28362,1.07795,0.86497,0.72440
0.57333,0.20335,1.75000,1.33040,-0.06623,0.99381,1.25567,-0.97917
2.13333,0.47730,0.00000,0.22300,0.30443,0.34986,0.16476,-2.24394
0.60833,0.47440,-1.75000,0.27200,0.50536,0.65308,-3.00134,2.33823
1.19167,0.40900,-1.75000,-0.61000,0.41564,1.47247,0.59377,-0.59075
0.65278,0.30613,-1.75000,-0.96933,0.48824,0.54023,-0.91468,-2.05467
0.20000,0.31976,0.00000,-0.92360,-1.83969,1.31847,0.74649,0.04400
0.20000,0.40736,0.00000,-0.61000,-1.52080,1.02178,1.38022,-0.08528
0.99722,0.15000,1.75000,0.00000,0.64952,1.28598,-0.79166,-0.24626
0.20000,0.27666,0.00000,-1.05100,-0.17907,1.03423,-1.65446,0.10220
0.20000,0.43111,0.00000,0.59867,-0.76262,0.55343,1.41759,1.68059
1.95833,0.47800,0.00000,-0.12000,0.39092,1.70220,0.78184,0.31840
0.20000,0.34186,0.00000,0.95800,-2.05073,1.33600,-0.25493,-0.02096
0.20000,0.32709,0.00000,-0.90400,-1.17072,0.76181,1.90324,0.22030
1.02500,0.27520,0.00000,1.15400,0.16866,1.42850,1.26495,1.56675
1.92000,0.47991,-1.75000,0.13480,1.90037,1.06803,-0.28623,1.46228
0.25833,0.44640,-1.75000,-0.41400,-1.46755,1.17536,-1.03371,-1.99849
1.84167,0.29500,-1.75000,-1.00200,1.80962,1.30233,-0.85560,0.41497
0.28750,0.39720,0.00000,-0.65900,-0.15127,1.08360,-1.42933,0.70813
0.20000,0.15000,0.00000,0.00000,-1.02228,0.39277,2.15900,2.88845
