#{"t_start": 1658063674.9395127, "env_id": null}
r,l,t
1,874,417.761752
2,712,418.446291
2,613,419.171882
-1,726,419.875567
-3,584,420.432264
-2,710,421.112241
-4,498,421.595505
-3,635,422.443075
-3,567,423.322194
2,670,424.109231
2,732,424.783492
2,659,425.431639
-2,712,426.130271
-4,547,426.633442
2,634,427.306448
4,524,427.805629
2,676,428.465697
-4,484,428.924041
-2,658,429.533984
-1,792,430.360879
-3,523,430.857974
-3,543,431.345197
1,711,432.116562
-4,507,432.579805
4,455,433.048148
-3,610,433.708187
1,755,434.785786
-4,475,435.221975
1,746,435.937766
-1,712,436.616806
-1,871,437.490087
4,517,437.978954
4,490,438.481819
-4,517,438.95998
1,753,439.670211
-4,487,440.250245
-2,737,440.962869
3,585,441.526728
-2,671,442.358954
-3,600,442.951074
3,625,443.68734
1,776,444.512355
4,552,445.125725
-5,419,445.523308
-3,614,446.075143
-3,538,446.602115
2,654,447.335416
-1,743,448.003119
-1,761,448.708566
3,620,449.299027
4,547,449.879941
-2,636,450.51932
1,797,451.281775
-1,834,452.188065
-1,714,452.852668
-4,533,453.365056
-2,692,454.200297
-1,727,455.002172
-4,488,455.467734
2,676,456.110271
-3,586,456.663377
-5,411,457.067849
3,615,457.660483
-1,707,458.402227
2,677,459.054991
4,551,459.556347
2,691,460.278104
-3,613,460.863668
1,668,461.515285
-3,573,462.029155
-2,629,462.611419
4,621,463.508989
-3,633,464.152629
-4,476,464.594899
-2,705,465.373213
3,630,465.963102
-2,796,466.727815
-1,779,467.49165
1,872,468.4785
-5,527,468.956018
-2,679,469.57239
1,790,470.309072
4,545,470.892025
3,586,471.457803
4,496,471.97884
3,583,472.548616
1,689,473.275378
2,675,474.067045
3,556,474.571586
-3,643,475.168944
-4,466,475.641804
5,387,476.312977
-5,409,476.905324
-1,768,477.780139
1,738,478.897345
-2,708,480.026715
1,786,481.10651
1,713,481.887528
-2,702,482.800512
-3,565,483.422513
5,468,484.077408
4,542,484.666853
2,619,485.39924
-4,472,485.79445
-3,591,486.262382
4,547,486.698852
3,542,487.261136
-5,400,487.763444
-2,715,488.582051
4,488,489.059357
1,746,489.875521
-1,723,490.919379
-1,776,491.791255
-1,784,492.624131
-2,649,493.240517
-3,581,493.627335
-2,716,494.185286
-2,659,494.735491
-2,652,495.192484
-4,499,495.563618
-3,602,496.205939
1,834,497.205717
-3,542,497.678556
-3,547,498.220845
-2,665,498.993095
4,517,499.501747
2,759,500.74472
2,653,501.606988
-4,489,502.207889
1,758,503.784889
-4,489,504.262887
-1,839,505.44489
-3,574,506.261416
-5,453,506.90942
3,646,507.688421
-2,643,508.59742
-4,452,509.253419
1,734,510.191417
2,671,511.002415
3,535,511.544416
-1,734,512.117415
-3,554,512.835422
-4,491,513.539415
-2,631,514.351415
-1,716,515.300418
-4,475,516.010425
1,769,516.973415
-2,757,517.996416
1,780,518.638431
4,473,519.136433
3,582,519.627429
4,471,520.129432
3,633,521.19843
-3,592,521.760432
1,768,522.22443
4,476,522.313458
3,570,522.437442
-1,818,522.594458
1,754,522.799466
4,463,522.90143
-2,663,523.111466
-3,609,523.279458
1,908,523.459446
2,642,523.593465
2,614,523.717457
-3,534,523.930336
-1,732,524.267343
2,629,524.59234
-3,567,524.803375
4,481,525.021248
-3,601,525.271247
-1,776,525.614711
-2,644,525.838082
-1,711,526.066199
-2,711,526.296217
3,639,526.489256
-2,741,526.715201
4,477,526.8562
-3,604,527.063193
1,781,527.306728
1,722,527.505701
-3,591,527.640735
-4,573,527.765772
4,491,527.878746
1,754,528.050735
3,546,528.168735
-1,834,528.352812
4,498,528.4678
-3,631,528.615813
-2,672,528.765821
4,444,528.865812
4,451,528.970796
-2,733,529.127779
-4,478,529.238773
-1,749,529.422309
-2,639,529.581309
1,748,529.749352
-3,611,529.887394
2,730,530.047312
-5,431,530.13835
1,720,530.305351
-5,511,530.414336
5,418,530.503347
-2,688,530.65731
-1,811,530.843346
-3,606,530.988353
-1,759,531.158341
-2,775,531.34035
3,622,531.476351
4,671,531.637348
-1,733,531.799347
-1,771,531.970773
1,921,532.182067
-3,628,532.335746
-2,833,532.521064
-2,765,532.69524
-1,871,532.885298
-3,601,533.017335
-4,463,533.119333
-3,626,533.252334
-4,533,533.364299
-1,692,533.524349
1,808,533.703384
-1,785,533.893416
-2,669,534.041379
2,642,534.19438
-2,708,534.346376
3,589,534.474376
-3,656,534.620377
-5,512,534.733388
3,575,534.860374
2,645,535.019465
1,906,535.221427
3,577,535.352466
-1,710,535.506642
5,399,535.602133
-1,746,535.763167
4,481,535.869128
3,581,535.996131
1,740,536.165437
-2,812,536.343868
3,669,536.505825
-1,705,536.663826
3,555,536.78883
-1,723,536.946826
2,809,537.117831
-2,626,537.259867
3,611,537.390866
-1,829,537.574826
-5,508,537.684235
2,729,537.846846
-1,710,538.002826
4,518,538.116866
5,410,538.203825
2,656,538.850346
-3,698,539.526345
1,790,540.327343
-2,651,541.163347
2,649,541.896384
2,801,542.761381
4,488,543.274397
-1,798,544.097382
4,485,544.553673
5,394,545.069966
-1,715,545.820561
3,628,546.481533
-3,570,547.143112
3,571,547.741109
-1,825,548.56711
4,492,549.08012
-1,740,549.928285
1,727,550.66686
-2,675,551.351919
1,765,552.144402
-3,580,552.776256
1,743,553.632455
-1,768,554.483977
-2,658,555.192501
2,679,555.968499
3,698,556.659499
5,405,557.104503
-4,433,557.527926
-1,727,558.28245
-2,619,558.979451
1,693,559.709493
-1,747,560.453491
2,674,561.239496
1,715,561.993497
-4,556,562.563526
-2,727,563.298524
1,904,564.337659
4,521,564.87866
5,427,565.403345
3,586,566.010434
-2,660,566.743433
4,495,567.359437
2,764,568.162481
4,466,568.644333
2,630,569.390329
1,750,570.171328
2,741,570.902858
2,663,571.581337
-1,720,572.416336
-3,566,573.047338
-1,700,573.767973
-2,633,574.493973
4,497,575.140975
1,757,575.904974
4,525,576.47284
